==============================================================================
PER-MODULE COVERAGE -- statements AND branches
==============================================================================

Measured 2026-08-30T06:11:22
on a worktree at /tmp/claude-1000/covbatch, the whole tests/ tree run in
batches of 60 files with --cov-append, -n 4.

  statements   199531/202516   98.53%
  branches      58746/61204    95.98%
  combined                     97.94%

  modules             509
  at a full 100%      261
  within 10 of 100%   178
  missing arcs        5443

INCOMPLETE, AND HERE IS EXACTLY HOW.

Batch 2 (60 Qt files) hung on an xdist controller deadlock -- its workers
sat idle in execnet's serve loop -- and was killed so the loop could
advance. Its coverage data is absent, so this figure is a FLOOR.

The cost is visible by diffing against the previous complete run. These
13 modules read LOWER here than they did on 2026-08-30a, and
nothing in them was changed to make that true:

    spacr/qt/widgets/annotation_umap_tab.py                95.2 ->   56.3   (-38.9)
    spacr/qt/widgets/flash.py                             100.0 ->   90.9   (-9.1)
    spacr/qt/app_catalog.py                                95.6 ->   89.0   (-6.6)
    spacr/qt/screens/train_cellpose.py                     97.9 ->   91.7   (-6.2)
    spacr/qt/bridge.py                                    100.0 ->   97.2   (-2.8)
    spacr/qt/theme.py                                      99.2 ->   98.5   (-0.7)
    spacr/qt/widgets/cell_montage_view.py                  97.9 ->   97.3   (-0.7)
    spacr/qt/widgets/drawer.py                             98.6 ->   98.1   (-0.5)
    spacr/macro.py                                         99.5 ->   99.2   (-0.3)
    spacr/qt/app.py                                        90.8 ->   90.6   (-0.1)
    spacr/qt/screens/settings_model.py                     97.4 ->   97.3   (-0.1)
    spacr/qt/screens/app_screen.py                         95.4 ->   95.3   (-0.1)
    spacr/ml.py                                            94.7 ->   94.7   (-0.0)

Every other module is equal or better. Thirty are better, which is this
session's tests: qt/timing.py 55.5 -> 87.0 is the largest.

So the honest reading is: 97.94% measured, at least that much true, and
the previous complete run read 97.89% on an older commit.

==============================================================================
module                                                          %  miss   br
spacr/flowview/feeder.py                                   100.00     0    0
spacr/flowview/items.py                                    100.00     0    0
spacr/flowview/layout.py                                   100.00     0    0
spacr/flowview/model.py                                    100.00     0    0
spacr/flowview/panel.py                                     99.29     2    0
spacr/flowview/theme.py                                    100.00     0    0
spacr/flowview/thumbs.py                                   100.00     0    0
spacr/flowview/trace.py                                    100.00     0    0
spacr/foreign.py                                            98.81     8   16
spacr/fraction_calibration.py                              100.00     0    0
spacr/frame_handoff.py                                     100.00     0    0
spacr/gate_library.py                                      100.00     0    0
spacr/gene_facts.py                                        100.00     0    0
spacr/gene_measurement_compare.py                           99.41     0    4
spacr/gene_measurement_sweep.py                             99.79     1    1
spacr/gene_tile.py                                          99.39     0    5
spacr/gpu_reduce.py                                        100.00     0    0
spacr/graph_types.py                                       100.00     0    0
spacr/group_lasso.py                                       100.00     0    0
spacr/guide_attribution.py                                  98.82     2    2
spacr/guide_concordance.py                                 100.00     0    0
spacr/guide_permutation.py                                 100.00     0    0
spacr/hit_attribution.py                                    99.60     1    2
spacr/hit_investigation.py                                  99.64     0    1
spacr/hits.py                                              100.00     0    0
spacr/hyperparam.py                                         99.29     4   11
spacr/illumination.py                                       99.58     0    3
spacr/image_colors.py                                      100.00     0    0
spacr/import_plan.py                                       100.00     0    0
spacr/install_profile.py                                   100.00     0    0
spacr/intensity_rescale.py                                 100.00     0    0
spacr/io.py                                                 97.10    61   85
spacr/layers.py                                             99.95     0    1
spacr/lineage.py                                           100.00     0    0
spacr/localisation.py                                      100.00     0    0
spacr/logger.py                                            100.00     0    0
spacr/logging_util.py                                       99.12     2    1
spacr/macro.py                                              99.24     2    4
spacr/mask_io.py                                           100.00     0    0
spacr/measure.py                                            99.34     1   16
spacr/measure_hooks.py                                     100.00     0    0
spacr/measurement_scan.py                                  100.00     0    0
spacr/measurement_schema.py                                100.00     0    0
spacr/merge_tables.py                                      100.00     0    0
spacr/metadata_resolution.py                                99.09     0    2
spacr/methods_export.py                                    100.00     0    0
spacr/mixed_gpu.py                                         100.00     0    0
spacr/ml.py                                                 94.68   174  101
spacr/model_check.py                                        97.86     2    1
spacr/model_compare.py                                     100.00     0    0
spacr/model_zoo.py                                          98.32     1   17
spacr/multi_database.py                                    100.00     0    0
spacr/multiple_testing.py                                  100.00     0    0
spacr/napari_bridge.py                                     100.00     0    0
spacr/nonparametric_fits.py                                100.00     0    0
spacr/normalization.py                                     100.00     0    0
spacr/notebook_export.py                                   100.00     0    0
spacr/object.py                                             99.87     0    2
spacr/object_distances.py                                  100.00     0    0
spacr/object_roles.py                                      100.00     0    0
spacr/ome_zarr.py                                          100.00     0    0
spacr/omero.py                                             100.00     0    0
spacr/openmp_guard.py                                      100.00     0    0
spacr/organelle_types.py                                    99.53     0    1
spacr/outlier_filter.py                                    100.00     0    0
spacr/parameter_sweep.py                                    98.55     0   11
spacr/permutation_qc.py                                    100.00     0    0
spacr/picture_settings.py                                  100.00     0    0
spacr/pipeline_graph.py                                    100.00     0    0
spacr/pipeline_v2.py                                        99.50     0    2
spacr/plate_measurements.py                                 98.61     0    6
spacr/plate_qc.py                                           99.55     0    4
spacr/plot.py                                               98.80    13   38
spacr/plugins.py                                           100.00     0    0
spacr/png_list.py                                          100.00     0    0
spacr/portable_paths.py                                     99.47     0    1
spacr/ports.py                                             100.00     0    0
spacr/power_model.py                                        90.07    68    6
spacr/power_simulate.py                                    100.00     0    0
spacr/predictions.py                                       100.00     0    0
spacr/profiler.py                                          100.00     0    0
spacr/projects.py                                          100.00     0    0
spacr/qc_quarantine.py                                     100.00     0    0
spacr/qt/__init__.py                                        97.95     3    0
spacr/qt/__main__.py                                       100.00     0    0
spacr/qt/ai/__init__.py                                    100.00     0    0
spacr/qt/ai/github_auth.py                                 100.00     0    0
spacr/qt/ai/issue_preview.py                               100.00     0    0
spacr/qt/ai/issue_report.py                                 99.59     0    1
spacr/qt/ai/keys.py                                        100.00     0    0
spacr/qt/ai/manuscript.py                                  100.00     0    0
spacr/qt/ai/prompts.py                                     100.00     0    0
spacr/qt/ai/providers.py                                    96.36     8    0
spacr/qt/ai/settings.py                                    100.00     0    0
spacr/qt/ai/worker.py                                      100.00     0    0
spacr/qt/annotate_engine.py                                 97.83    10   11
spacr/qt/app.py                                             90.65   179   53
spacr/qt/app_catalog.py                                     89.01     6    4
spacr/qt/ask_for_the_path.py                               100.00     0    0
spacr/qt/bridge.py                                          97.19    14   14
spacr/qt/button_roles.py                                   100.00     0    0
spacr/qt/chaining.py                                        99.15     0    5
spacr/qt/command_palette.py                                 99.27     0    2
spacr/qt/comparison_grid.py                                 98.37     0    5
spacr/qt/counting_tool.py                                   98.06     0    4
spacr/qt/crash_recovery.py                                  80.00    11    1
spacr/qt/crop_thumbs.py                                     98.86     2    0
spacr/qt/curation_tool.py                                   99.30     0    3
spacr/qt/dialogs.py                                        100.00     0    0
spacr/qt/dnd.py                                            100.00     0    0
spacr/qt/dnd_handlers.py                                    99.49     0    8
spacr/qt/first_run.py                                       99.55     0    1
spacr/qt/folder_metadata.py                                 99.26     0    1
spacr/qt/fractal_defaults.py                                94.44     1    0
spacr/qt/gil_priority.py                                   100.00     0    0
spacr/qt/hf_download.py                                    100.00     0    0
spacr/qt/hidpi.py                                           96.77     0    5
spacr/qt/i18n.py                                            98.77     1    7
spacr/qt/i18n_catalogs/__init__.py                          78.57    26   10
spacr/qt/i18n_catalogs/de.py                               100.00     0    0
spacr/qt/i18n_catalogs/en.py                               100.00     0    0
spacr/qt/i18n_catalogs/es.py                               100.00     0    0
spacr/qt/i18n_catalogs/fr.py                               100.00     0    0
spacr/qt/i18n_catalogs/hi.py                               100.00     0    0
spacr/qt/i18n_catalogs/is.py                               100.00     0    0
spacr/qt/i18n_catalogs/ko.py                               100.00     0    0
spacr/qt/i18n_catalogs/pt.py                               100.00     0    0
spacr/qt/i18n_catalogs/sv.py                               100.00     0    0
spacr/qt/i18n_catalogs/zh_CN.py                            100.00     0    0
spacr/qt/i18n_module_summaries.py                          100.00     0    0
spacr/qt/i18n_module_summaries_asia.py                     100.00     0    0
spacr/qt/i18n_module_summaries_other.py                    100.00     0    0
spacr/qt/i18n_module_summaries_west.py                     100.00     0    0
spacr/qt/iconset.py                                         99.68     0    1
spacr/qt/imagery.py                                        100.00     0    0
spacr/qt/ingest_preview.py                                 100.00     0    0
spacr/qt/install_consent.py                                100.00     0    0
spacr/qt/job_runner.py                                      98.68     0    2
spacr/qt/laptop_mode.py                                     95.60     2    2
spacr/qt/layer_viewer.py                                    99.15     0    6
spacr/qt/linked_selection.py                               100.00     0    0
spacr/qt/logging_util.py                                   100.00     0    0
spacr/qt/mask_engine.py                                     98.75     1    8
spacr/qt/maturity.py                                       100.00     0    0
spacr/qt/memory_budget.py                                   71.62    14    7
spacr/qt/menus.py                                          100.00     0    0
spacr/qt/multi_format.py                                    99.49     0    1
spacr/qt/notify.py                                         100.00     0    0
spacr/qt/ortho_view.py                                      98.94     0    4
spacr/qt/plate_queue.py                                     98.65     0    3
spacr/qt/preferences.py                                     95.27    80   57
spacr/qt/prefs.py                                           97.10     1    1
spacr/qt/prerun.py                                          99.78     0    2
spacr/qt/preview_registry.py                                99.53     0    1
spacr/qt/recipes.py                                         99.79     0    1
spacr/qt/regex_detect.py                                   100.00     0    0
spacr/qt/regex_editor.py                                   100.00     0    0
spacr/qt/resource_cleanup.py                                92.39    48   17
spacr/qt/roi_tool.py                                        99.15     0    3
spacr/qt/safespacr.py                                       85.00     1    2
spacr/qt/screens/__init__.py                               100.00     0    0
spacr/qt/screens/activation.py                             100.00     0    0
spacr/qt/screens/agreement.py                               99.01     0    6
spacr/qt/screens/align.py                                  100.00     0    0
spacr/qt/screens/annotate.py                                99.02    14   12
spacr/qt/screens/app_screen.py                              95.29   132   89
spacr/qt/screens/batch.py                                   98.11     2   10
spacr/qt/screens/classifier_evaluation.py                   99.37     1    3
spacr/qt/screens/classify.py                               100.00     0    0
spacr/qt/screens/control_chart.py                           99.01     0    5
spacr/qt/screens/convert.py                                 99.78     0    1
spacr/qt/screens/curate.py                                 100.00     0    0
spacr/qt/screens/data_manager.py                            99.43     0    3
spacr/qt/screens/db_browser.py                              99.40     0   11
spacr/qt/screens/distributed_jobs.py                        98.83     0    8
spacr/qt/screens/dose_response.py                           99.05     0    4
spacr/qt/screens/experiment_design.py                       98.90     0    5
spacr/qt/screens/feature_explorer.py                        99.47     0    1
spacr/qt/screens/foreign.py                                100.00     0    0
spacr/qt/screens/gate_editor.py                             99.31     0    8
spacr/qt/screens/graph_builder.py                           99.44     0    1
spacr/qt/screens/hit_list.py                                98.57     3    2
spacr/qt/screens/hyperparam.py                              99.14     0   17
spacr/qt/screens/image_scatter.py                           99.63     0    2
spacr/qt/screens/image_umap.py                             100.00     0    0
spacr/qt/screens/investigate_hit.py                        100.00     0    0
spacr/qt/screens/lineage.py                                100.00     0    0
spacr/qt/screens/make_masks.py                              97.74    30   21
spacr/qt/screens/map_barcodes.py                            98.13     3    8
spacr/qt/screens/mask.py                                    59.81    67   19
spacr/qt/screens/measure.py                                100.00     0    0
spacr/qt/screens/methods_export.py                          98.34     1    3
spacr/qt/screens/model_compare.py                           99.08     0    6
spacr/qt/screens/model_explanation.py                       99.36     0    3
spacr/qt/screens/model_zoo.py                               98.04     2   12
spacr/qt/screens/outliers.py                               100.00     0    0
spacr/qt/screens/parameter_sweep.py                         99.33     2    1
spacr/qt/screens/pca.py                                     99.57     0    1
spacr/qt/screens/pipeline_graph.py                          98.05     0    8
spacr/qt/screens/plate_view.py                              99.60     0    3
spacr/qt/screens/power.py                                   98.78     0    9
spacr/qt/screens/profiler.py                               100.00     0    0
spacr/qt/screens/project_browser.py                         98.99     0    3
spacr/qt/screens/qc_dashboard.py                           100.00     0    0
spacr/qt/screens/queue.py                                   99.59     0    1
spacr/qt/screens/regression.py                              99.36     0    2
spacr/qt/screens/report.py                                  98.66     0    5
spacr/qt/screens/run_compare.py                            100.00     0    0
spacr/qt/screens/run_history.py                             98.00     0    8
spacr/qt/screens/settings_model.py                          97.32    57   58
spacr/qt/screens/tabulate.py                                99.47     0    1
spacr/qt/screens/train_cellpose.py                          91.67    10   10
spacr/qt/screens/train_compare.py                           98.90     0    7
spacr/qt/screens/trellis.py                                 99.35     0    1
spacr/qt/screens/volcano.py                                 99.06     0    1
spacr/qt/screensaver.py                                     61.11    22    6
spacr/qt/settings_diff.py                                  100.00     0    0
spacr/qt/settings_search.py                                100.00     0    0
spacr/qt/setup_screen.py                                   100.00     0    0
spacr/qt/shortcuts.py                                       98.80     2    3
spacr/qt/shutdown.py                                       100.00     0    0
spacr/qt/space.py                                           99.84     0    1
spacr/qt/spaceout.py                                       100.00     0    0
spacr/qt/startup_benchmark.py                               82.66    31   16
spacr/qt/synthetic.py                                       99.43     0    3
spacr/qt/terms.py                                          100.00     0    0
spacr/qt/theme.py                                           98.54     7   12
spacr/qt/thread_guard.py                                   100.00     0    0
spacr/qt/timing.py                                          87.03    60   19
spacr/qt/tutorial/__init__.py                              100.00     0    0
spacr/qt/tutorial/__main__.py                              100.00     0    0
spacr/qt/tutorial/engine.py                                100.00     0    0
spacr/qt/tutorial/scripts.py                                88.85    19   10
spacr/qt/verbose_logger.py                                  98.50     0    4
spacr/qt/walkthrough.py                                     99.67     0    1
spacr/qt/wand_rescue.py                                     88.97    15   14
spacr/qt/widget_cleanup.py                                  86.00    14    0
spacr/qt/widgets/__init__.py                               100.00     0    0
spacr/qt/widgets/activity_spinner.py                        99.59     0    1
spacr/qt/widgets/aggregation_rules.py                      100.00     0    0
spacr/qt/widgets/ai_chat_panel.py                          100.00     0    0
spacr/qt/widgets/ai_toggle_label.py                        100.00     0    0
spacr/qt/widgets/ambient.py                                 98.22    23   15
spacr/qt/widgets/animation_zoom.py                          99.54     0    1
spacr/qt/widgets/annotation_strategy_panel.py               90.74    32    9
spacr/qt/widgets/annotation_umap_tab.py                     56.29    60   13
spacr/qt/widgets/api_help_label.py                         100.00     0    0
spacr/qt/widgets/availability_panel.py                     100.00     0    0
spacr/qt/widgets/barcode_regex.py                          100.00     0    0
spacr/qt/widgets/card.py                                   100.00     0    0
spacr/qt/widgets/cell_montage_view.py                       97.26    21   32
spacr/qt/widgets/channel_mapping.py                        100.00     0    0
spacr/qt/widgets/channel_picker.py                          98.67     0    1
spacr/qt/widgets/class_editor.py                            98.87     0    4
spacr/qt/widgets/collapsible_section.py                    100.00     0    0
spacr/qt/widgets/colour_picker.py                          100.00     0    0
spacr/qt/widgets/column_picker.py                           99.44     0    5
spacr/qt/widgets/console_panel.py                           99.67     1    3
spacr/qt/widgets/control_chart.py                          100.00     0    0
spacr/qt/widgets/data_filter_panel.py                       99.67     0    1
spacr/qt/widgets/database_set.py                            99.16     0    2
spacr/qt/widgets/divider.py                                100.00     0    0
spacr/qt/widgets/dna_rain.py                               100.00     0    0
spacr/qt/widgets/dna_rain_settings.py                       99.17     0    1
spacr/qt/widgets/dose_response.py                           99.77     0    2
spacr/qt/widgets/dot_link.py                               100.00     0    0
spacr/qt/widgets/drawer.py                                  98.10     0    4
spacr/qt/widgets/eliding.py                                100.00     0    0
spacr/qt/widgets/empty_state.py                            100.00     0    0
spacr/qt/widgets/external_mask_inputs.py                    97.49     1    4
spacr/qt/widgets/fast_plots.py                              93.57   171  179
spacr/qt/widgets/feature_dictionary.py                      99.84     0    1
spacr/qt/widgets/feature_explorer.py                        98.50     0    4
spacr/qt/widgets/feature_rank.py                            99.20     0    4
spacr/qt/widgets/field_fade.py                              98.44     0    3
spacr/qt/widgets/figure_grid.py                             99.62     0    1
spacr/qt/widgets/figure_grid_view.py                        98.86     1    5
spacr/qt/widgets/figure_queue.py                            84.47   172   84
spacr/qt/widgets/figure_settings.py                         99.24     5    8
spacr/qt/widgets/file_list.py                               99.25     0    6
spacr/qt/widgets/flash.py                                   90.91     2    0
spacr/qt/widgets/flow.py                                   100.00     0    0
spacr/qt/widgets/fold_strip.py                             100.00     0    0
spacr/qt/widgets/foldable.py                                99.12     0    1
spacr/qt/widgets/folding_summary.py                         99.34     0    2
spacr/qt/widgets/formula.py                                100.00     0    0
spacr/qt/widgets/formula_editor.py                         100.00     0    0
spacr/qt/widgets/fractal_cascade.py                        100.00     0    0
spacr/qt/widgets/fractal_mandelbrot.py                      81.28    43   27
spacr/qt/widgets/fractal_space.py                          100.00     0    0
spacr/qt/widgets/fractal_travel.py                          49.01   473  121
spacr/qt/widgets/gate_canvas.py                            100.00     0    0
spacr/qt/widgets/gate_console.py                            98.79     0    2
spacr/qt/widgets/gate_editor.py                             99.92     0    2
spacr/qt/widgets/gate_search_panel.py                      100.00     0    0
spacr/qt/widgets/gate_settings.py                           99.78     0    1
spacr/qt/widgets/gate_spec.py                              100.00     0    0
spacr/qt/widgets/gene_panel.py                              99.65     0    1
spacr/qt/widgets/gene_tile.py                              100.00     0    0
spacr/qt/widgets/glass.py                                   99.20     2    2
spacr/qt/widgets/graph_builder.py                           99.66     0    4
spacr/qt/widgets/graph_spec.py                              99.81     0    1
spacr/qt/widgets/grouped_plot.py                            99.44     0    1
spacr/qt/widgets/hint_bar.py                               100.00     0    0
spacr/qt/widgets/home.py                                    98.74     0   14
spacr/qt/widgets/hover_tooltip.py                          100.00     0    0
spacr/qt/widgets/import_workbench.py                       100.00     0    0
spacr/qt/widgets/info_link.py                               87.50     2    0
spacr/qt/widgets/live_preview.py                            99.06     0   19
spacr/qt/widgets/loading_screen.py                         100.00     0    0
spacr/qt/widgets/measure_preview.py                         98.94     0   10
spacr/qt/widgets/measurement_compare_dialog.py              99.06     0    6
spacr/qt/widgets/measurement_scan_panel.py                 100.00     0    0
spacr/qt/widgets/metadata_mapper.py                        100.00     0    0
spacr/qt/widgets/metadata_table.py                          98.86     0    2
spacr/qt/widgets/motility_preview.py                        99.49     0    5
spacr/qt/widgets/outlier_model.py                           99.86     0    1
spacr/qt/widgets/pca_model.py                              100.00     0    0
spacr/qt/widgets/pca_view.py                                99.82     0    1
spacr/qt/widgets/percentile_pair.py                        100.00     0    0
spacr/qt/widgets/picture_settings_dialog.py                 96.55     4    5
spacr/qt/widgets/pivot_builder.py                           99.38     0    3
spacr/qt/widgets/pivot_spec.py                             100.00     0    0
spacr/qt/widgets/plate_layout.py                            99.29     0    2
spacr/qt/widgets/plate_map_picker.py                       100.00     0    0
spacr/qt/widgets/power_design.py                           100.00     0    0
spacr/qt/widgets/preview_contract.py                        98.44     0    2
spacr/qt/widgets/preview_controls.py                        98.94     0    5
spacr/qt/widgets/provider_marks.py                         100.00     0    0
spacr/qt/widgets/qc_field_browser.py                        80.83    95   53
spacr/qt/widgets/qc_summary.py                              99.76     0    1
spacr/qt/widgets/refit_dialog.py                            96.85     0    4
spacr/qt/widgets/regression_results.py                      99.13    10    7
spacr/qt/widgets/row_exclusion.py                           99.44     0    2
spacr/qt/widgets/save_figure_dialog.py                      93.85    24    8
spacr/qt/widgets/section.py                                 99.54     0    1
spacr/qt/widgets/settings_advisor_dialog.py                 99.53     0    1
spacr/qt/widgets/setup_card.py                             100.00     0    0
spacr/qt/widgets/setup_dialog.py                           100.00     0    0
spacr/qt/widgets/setup_slides.py                            79.98   175   54
spacr/qt/widgets/sortable_table.py                          79.30    55   40
spacr/qt/widgets/sweep_panel.py                             98.89     0    4
spacr/qt/widgets/sweep_runs.py                              99.38     0    6
spacr/qt/widgets/table_chip.py                             100.00     0    0
spacr/qt/widgets/tile.py                                   100.00     0    0
spacr/qt/widgets/tile_chrome.py                            100.00     0    0
spacr/qt/widgets/timelapse_movie.py                         99.15     0    3
spacr/qt/widgets/timelapse_preview.py                       94.56    49   39
spacr/qt/widgets/toggle.py                                  98.45     0    2
spacr/qt/widgets/training_monitor.py                       100.00     0    0
spacr/qt/widgets/trellis_spec.py                            99.15     0    3
spacr/qt/widgets/trellis_view.py                            98.92     0    4
spacr/qt/widgets/umap_explorer.py                           99.72     0    2
spacr/qt/widgets/umap_figure_settings.py                    98.35     0    6
spacr/qt/widgets/umap_search_viewer.py                      99.79     0    1
spacr/qt/widgets/usage_bar.py                              100.00     0    0
spacr/qt/widgets/volcano_explorer.py                        95.93    20   15
spacr/read_background.py                                   100.00     0    0
spacr/refit.py                                             100.00     0    0
spacr/regex_infer.py                                       100.00     0    0
spacr/regression_annotation.py                              90.72    58   51
spacr/regression_backends.py                               100.00     0    0
spacr/regression_diagnostics.py                             99.82     0    1
spacr/regression_failure.py                                100.00     0    0
spacr/regression_families.py                               100.00     0    0
spacr/regression_qc.py                                      99.16     3   15
spacr/regression_search.py                                 100.00     0    0
spacr/regression_spec.py                                   100.00     0    0
spacr/regression_summary.py                                 99.80     0    3
spacr/remote_execution.py                                   99.72     0    2
spacr/report.py                                             99.44     0    9
spacr/resource_log.py                                       99.76     0    1
spacr/resources/home/versions/_generators/common.py         95.28     4    8
spacr/resources/home/versions/_generators/parts.py          99.13     0    6
spacr/resources/home/versions/_generators/render.py         99.19     0    3
spacr/resources/home/versions/_generators/variants.py       99.86     0    1
spacr/response_distribution.py                              99.33     0    1
spacr/restart_state.py                                     100.00     0    0
spacr/resume.py                                            100.00     0    0
spacr/roi.py                                               100.00     0    0
spacr/row_exclusions.py                                    100.00     0    0
spacr/rra.py                                               100.00     0    0
spacr/run_compare.py                                       100.00     0    0
spacr/run_journal.py                                        98.78     0   14
spacr/run_recommendations.py                               100.00     0    0
spacr/runctx.py                                            100.00     0    0
spacr/schema.py                                             99.77     1    2
spacr/seg_qc.py                                             99.42     0    7
spacr/selection.py                                         100.00     0    0
spacr/sequencing.py                                         98.66     0   10
spacr/sequencing_qc.py                                      99.20     0    7
spacr/setting_animations.py                                100.00     0    0
spacr/settings.py                                           99.92     0    2
spacr/settings_advisor.py                                   99.41     0    4
spacr/settings_spec.py                                     100.00     0    0
spacr/sim.py                                               100.00     0    0
spacr/sp_stats.py                                          100.00     0    0
spacr/spacr_cellpose.py                                     99.62     0    1
spacr/spacrops.py                                           99.19     1   23
spacr/stream_dataset.py                                    100.00     0    0
spacr/style_base.py                                        100.00     0    0
spacr/submodules.py                                         98.74    11   25
spacr/sudoku.py                                             99.66     0    1
spacr/surrogate.py                                          98.44     2    8
spacr/sweep_child.py                                       100.00     0    0
spacr/tabular.py                                           100.00     0    0
spacr/thresholds.py                                        100.00     0    0
spacr/tiff_io.py                                           100.00     0    0
spacr/timelapse.py                                          99.07     6   36
spacr/torch_artifacts.py                                   100.00     0    0
spacr/toxo.py                                              100.00     0    0
spacr/train_compare.py                                      99.40     0    6
