plateID,run_date,well_type,signal
P17,2026-01-17,pos,16.152634267293436
P17,2026-01-17,sample,59.34945340947369
P17,2026-01-17,neg,100.45069157405443
P17,2026-01-17,pos,22.16895118928769
P17,2026-01-17,sample,65.20077506054244
P18,2026-01-18,neg,98.71287862770897
P18,2026-01-18,pos,18.552446879750566
P18,2026-01-18,sample,78.09537770138151
P18,2026-01-18,neg,101.51327590803447
P18,2026-01-18,pos,23.662879645475684
P18,2026-01-18,sample,79.16500078097688
P18,2026-01-18,neg,98.36383266678921
P18,2026-01-18,pos,20.77053860455492
P18,2026-01-18,sample,64.12350304353342
P19,2026-01-19,neg,101.11922444812377
P19,2026-01-19,pos,21.083804450564134
P19,2026-01-19,sample,61.81849173220423
P19,2026-01-19,neg,100.34825848849952
P19,2026-01-19,pos,16.99500011781112
P19,2026-01-19,sample,58.51138935134176
P19,2026-01-19,neg,98.50476059796493
P19,2026-01-19,pos,20.25217461121286
P19,2026-01-19,sample,55.79208365942782
P20,2026-01-20,neg,101.23704150232588
P20,2026-01-20,pos,21.638151419359886
P20,2026-01-20,sample,62.77823128507678
P20,2026-01-20,neg,100.63233628863178
P20,2026-01-20,pos,20.185893369899933
P20,2026-01-20,sample,55.96981896334016
P20,2026-01-20,neg,99.67099747153446
P20,2026-01-20,pos,19.00870787338571
P20,2026-01-20,sample,63.49188420731213
P21,2026-01-21,neg,102.42822682368396
P21,2026-01-21,pos,21.1625823972177
P21,2026-01-21,sample,48.0421651956171
P21,2026-01-21,neg,104.17555785680975
P21,2026-01-21,pos,18.474607526298506
P21,2026-01-21,sample,53.3914603235676
P21,2026-01-21,neg,102.00511403027653
P21,2026-01-21,pos,18.873230824529468
P21,2026-01-21,sample,62.62012675948461
P22,2026-01-22,neg,103.65167044706992
P22,2026-01-22,pos,17.86104489896215
P22,2026-01-22,sample,52.38777472458888
P22,2026-01-22,neg,107.42396665053502
P22,2026-01-22,pos,20.08851665727455
P22,2026-01-22,sample,49.49222743549851
P22,2026-01-22,neg,104.81675480635484
P22,2026-01-22,pos,16.888107170589183
P22,2026-01-22,sample,76.10609902175077
P23,2026-01-23,neg,104.15104367941805
P23,2026-01-23,pos,20.957505409291137
P23,2026-01-23,sample,64.89263097882804
P23,2026-01-23,neg,104.29998449231894
P23,2026-01-23,pos,20.600553036836576
P23,2026-01-23,sample,68.97454836149184
P23,2026-01-23,neg,108.13515057152371
P23,2026-01-23,pos,20.522032548166703
P23,2026-01-23,sample,68.54187013314905
P24,2026-01-24,neg,109.92180909777731
P24,2026-01-24,pos,20.67285057615411
P24,2026-01-24,sample,58.85959608164462
P24,2026-01-24,neg,110.86361145203095
P24,2026-01-24,pos,18.117231705525267
P24,2026-01-24,sample,67.12586932986801
P24,2026-01-24,neg,108.58939693242297
P24,2026-01-24,pos,17.81869325387831
P24,2026-01-24,sample,63.28724060194772
P25,2026-01-25,neg,115.38591110304729
P25,2026-01-25,pos,21.923356423181474
P25,2026-01-25,sample,55.359151551576
P25,2026-01-25,neg,113.39611934399724
P25,2026-01-25,pos,19.09158176055726
P25,2026-01-25,sample,58.88382489477317
P25,2026-01-25,neg,112.17905698643415
P25,2026-01-25,pos,15.36556356619875
P25,2026-01-25,sample,61.72453289546235
P26,2026-01-26,neg,112.34078162236399
P26,2026-01-26,pos,18.605202773089513
P26,2026-01-26,sample,46.73048630351353
P26,2026-01-26,neg,111.3668835637076
P26,2026-01-26,pos,18.113471198557118
P26,2026-01-26,sample,67.43037565768724
P26,2026-01-26,neg,117.73208269492716
P26,2026-01-26,pos,19.94958979296096
P26,2026-01-26,sample,69.82611840206981
P27,2026-01-27,neg,116.27203870624264
P27,2026-01-27,pos,16.17605435041448
P27,2026-01-27,sample,61.34924954419287
P27,2026-01-27,neg,117.69129652628514
P27,2026-01-27,pos,19.142766890484836
P27,2026-01-27,sample,62.7200181079163
P27,2026-01-27,neg,117.94511249521864
P27,2026-01-27,pos,18.273184864732606
P27,2026-01-27,sample,46.70849312192128
P28,2026-01-28,neg,118.75749166931598
P28,2026-01-28,pos,19.577878919459234
P28,2026-01-28,sample,56.82603107530126
P28,2026-01-28,neg,121.17449350560274
P28,2026-01-28,pos,23.451177578818875
P28,2026-01-28,sample,56.25017683814572
P28,2026-01-28,neg,120.5977734063255
P28,2026-01-28,pos,21.881862225853872
P28,2026-01-28,sample,66.41840778381044
P29,2026-01-29,neg,123.6949725742594
P29,2026-01-29,pos,19.22151205993463
P29,2026-01-29,sample,66.65825723561983
P29,2026-01-29,neg,125.64896387171898
P29,2026-01-29,pos,21.60733111876012
P29,2026-01-29,sample,54.42095697974736
P29,2026-01-29,neg,122.81542498786908
P29,2026-01-29,pos,22.524760583410988
P29,2026-01-29,sample,63.32087657750665
P30,2026-01-30,neg,122.87319860771429
P30,2026-01-30,pos,23.086161166043155
P30,2026-01-30,sample,48.75209658093367
P30,2026-01-30,neg,125.00685009331185
P30,2026-01-30,pos,19.967648851065743
P30,2026-01-30,sample,49.25700847340248
P30,2026-01-30,neg,126.4388993671659
P30,2026-01-30,pos,20.695775187402692
P30,2026-01-30,sample,49.498816406108375
